url,search_type
https://www.mycareersfuture.sg/job/credit-manager-multi-commodities-trading-multinational-kerry-consulting-0ecaacf72be4d97ddf4454e76c6eae08,analytics
https://www.mycareersfuture.sg/job/information-technology-director-msd-international-gmbh-721c21aa80b3761354bbf9522a01d75c,analytics
https://www.mycareersfuture.sg/job/marketing-specialist-optimum-solutions-0844c0492680aee9d754874b27f2dd28,analytics
https://www.mycareersfuture.sg/job/senior-front-end-engineer-rio-tinto-commercial-d4af8684cb2b220939075d94685b080d,analytics
https://www.mycareersfuture.sg/job/information-technology-director-msd-international-gmbh-b3a70d098b8d79354a23559f84f68289,analytics
https://www.mycareersfuture.sg/job/crm-operations-executive-vacances-281cc0de38785f1481d81958609c7fbb,analytics
https://www.mycareersfuture.sg/job/digital-marketing-assistant-eight-mercatus-b482abe8a4f992cdfff7b5376915277b,analytics
https://www.mycareersfuture.sg/job/business-manager-standard-chartered-bank-4d533b06ce1de82aa299e466472f868b,analytics
https://www.mycareersfuture.sg/job/finance-admin-executive-bioquest-advisory-c6fef4e2d50f04a3a2e33a3bc12d184f,analytics
https://www.mycareersfuture.sg/job/business-analysts-bioquest-advisory-d878f9510cb5095a86987fae7a22826a,analytics
https://www.mycareersfuture.sg/job/senior-change-manager-training-comms-adoption-client-engagement-effectiveness-standard-chartered-bank-d062797e8c29f34998d5f1a356fa81e9,analytics
https://www.mycareersfuture.sg/job/global-talent-consultant-talent-intelligence-insights-singapore-google-asia-pacific-7736983ec59be6c7d8e4ba92dba801d9,analytics
https://www.mycareersfuture.sg/job/recruiter-technical-staffing-singapore-google-asia-pacific-c51b7c74adbd46c9e76bc0df2852eeb2,analytics
https://www.mycareersfuture.sg/job/pricing-manager-paypal-f691bac5acfbca4c525d6a65ca847574,analytics
https://www.mycareersfuture.sg/job/data-specialist-trax-technology-solutions-87ee7a9c8cf27e55c8751300899425a3,analytics
https://www.mycareersfuture.sg/job/talent-sourcing-specialist-cloud-singapore-google-asia-pacific-15c3e52deb0fe90db6758a7adfefec3c,analytics
https://www.mycareersfuture.sg/job/product-manager-location-based-experiences-wework-singapore-262da212a7ad20e4b4132ae9f912f5dd,analytics
https://www.mycareersfuture.sg/job/digital-project-leader-marketing-vacances-c6bc1c58d26eaab459591db9c8040d3d,analytics
https://www.mycareersfuture.sg/job/senior-manager-5a9607d422d129a5ff2e2c4eb7929eb1,analytics
https://www.mycareersfuture.sg/job/manager-5bc16a80371f81495250970d4974027e,analytics
https://www.mycareersfuture.sg/job/human-resource-executive-24bcf6bbd9f1e5a97a41861935564227,analytics
https://www.mycareersfuture.sg/job/senior-research-fellow-nanyang-technological-university-be89d0dd24307f8ddee782cdc3eb72d1,analytics
https://www.mycareersfuture.sg/job/research-associate-nanyang-technological-university-a448e5ec5a0a968275eef516b50bf0c0,analytics
https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-13f0647e3668c97a2a45214bb750012c,analytics
https://www.mycareersfuture.sg/job/director-product-supply-audience-demand-69558e29f37f50967d247c01d8de15f4,analytics
https://www.mycareersfuture.sg/job/global-coal-markets-senior-analyst-sp-global-asian-holdings-5e2840654fca2516b734d1e165c9a265,analytics
https://www.mycareersfuture.sg/job/vice-president-product-management-platform-data-servicesasia-pacifc-mastercard-asiapacific-ddbeb963b06cec42b843deb7ed336067,analytics
https://www.mycareersfuture.sg/job/strategy-insight-director-dentsu-aegis-network-asia-pacific-cb36d749e65ca97b6db807b7fcfd9491,analytics
https://www.mycareersfuture.sg/job/sap-consultant-clariant-42ae5e6cc6d144d377d194e51f391242,analytics
https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-5e9779012e5527c1decf32f7fa70a943,analytics
https://www.mycareersfuture.sg/job/business-control-consultant-merrill-lynch-global-services-14251f8847cd0a4df60bda9b6403473f,analytics
https://www.mycareersfuture.sg/job/business-control-consultant-merrill-lynch-global-services-580fb60f52beddf983678b69514ba3b1,analytics
https://www.mycareersfuture.sg/job/supplier-quality-management-assistant-manager-schneider-electric-asia-a027c91a8803ebbdbf5b42c8fbfa63e3,analytics
https://www.mycareersfuture.sg/job/sap-receivable-management-analyst-spencer-ogden-95b17f727b81c7d44c6b9ce6344dc4ea,analytics
https://www.mycareersfuture.sg/job/senior-consultant-pactera-singapore-69530c96c3416741cb517f13e2a97684,analytics
https://www.mycareersfuture.sg/job/senior-enterprise-architect-aryan-solutions-9dbfa5c90cb0f6c237c3adf046ebccef,analytics
https://www.mycareersfuture.sg/job/engineering-manager-transport-redmart-8d7a09b8738d72837172ba8c3aee754c,analytics
https://www.mycareersfuture.sg/job/avp-credit-risk-portfolio-manager-consumer-banking-risk-management-group-dbs-bank-c3bc4e4aa030a83b62809ef33474b73e,analytics
https://www.mycareersfuture.sg/job/account-manager-bloomberg-singapore-66af4a9f8796b3c607ef35e0cc2fe180,analytics
https://www.mycareersfuture.sg/job/senior-executive-assistant-manager-national-university-singapore-3fe8ae17ae2ae7dd33cfc5153400cc48,analytics
https://www.mycareersfuture.sg/job/senior-strategic-planner-bonsey-jaden-f9a6999cbab68e25090cd068795b29f2,analytics
https://www.mycareersfuture.sg/job/senior-manager-582ce9941fdf5992480cfe5de0ca9a40,analytics
https://www.mycareersfuture.sg/job/manager-2825bc6a0c9c19c4633c13b2d2670c72,analytics
https://www.mycareersfuture.sg/job/senior-manager-5de81c9d0f834204fc6d87639ba1a3c5,analytics
https://www.mycareersfuture.sg/job/manager-bf7595fe65e05a7bc6683fcaa817704d,analytics
https://www.mycareersfuture.sg/job/project-management-manager-a5103edfc9c1babb4ff693d075a5039f,analytics
https://www.mycareersfuture.sg/job/section-manager-supply-chain-dfae7500ae3401fb3216a38a4862e40c,analytics
https://www.mycareersfuture.sg/job/iv2-production-tools-engineer-6a83d8f22129bea0f1f628a8a34b5d29,analytics
https://www.mycareersfuture.sg/job/assistant-vice-president-crm-analytics-hsbc-bank-c48e3492a0dd8b2283744e4196089961,analytics
https://www.mycareersfuture.sg/job/product-engineer-zweec-analytics-6f72eab5512cceac793f17317bc15452,analytics
https://www.mycareersfuture.sg/job/manager-deskera-singapore-b9d029486855550f132507eeffc2f6e2,analytics
https://www.mycareersfuture.sg/job/svp-segment-manager-consumer-banking-group-dbs-bank-995573a2ea4065d0327c531ebb9e02a1,analytics
https://www.mycareersfuture.sg/job/vp-segment-manager-consumer-banking-group-dbs-bank-f47728803407e60d17d5c1bb7b0acf92,analytics
https://www.mycareersfuture.sg/job/strategic-projects-manager-grabtaxi-holdings-693d2608b6cd49c7d735e403d2ddf822,analytics
https://www.mycareersfuture.sg/job/strategic-projects-manager-grabtaxi-holdings-f983481fb394c1411e14945e177184b6,analytics
https://www.mycareersfuture.sg/job/manager-octavo-9961f156539724d5188c0c380d9ce2d3,analytics
https://www.mycareersfuture.sg/job/consultant-remedy-discovery-developer-hcl-singapore-99490da7437c75cee74139544db7d687,analytics
https://www.mycareersfuture.sg/job/avp-senior-analyst-gic-cfb8a73be2314ca799c78e1ae6604b7b,analytics
https://www.mycareersfuture.sg/job/growth-hacker-marketing-manager-blockpunk-2f08a20717c66a59f95a114646d36828,analytics
https://www.mycareersfuture.sg/job/account-manager-consultant-ruder-finn-asia-f0d70d09b033eaaf5e67b25881fcf204,analytics
https://www.mycareersfuture.sg/job/head-consumer-general-business-ruder-finn-asia-7e8f229b03dff11f92492a0e6d0a1a3b,analytics
